,halodule,zostera,ruppia,algae,oyster,saltmarsh,other,richness,shannonD,evenness,seagrass,richness_comb,shannonD_comb,evenness_comb,total_cover,avg_blade_length,avg_shoot_density,max10,depth_m_avg,sal_avg,total_abund_sum,comm_richness_sum,comm_shannonD_sum,comm_evenness_sum,carnivore,herbivore,omnivore,soniferous_S,carn_2,detritivore,herb_2,invertivore,omni_2,piscivore,planktivore,num_bai_chr,num_ort_chr,num_ops_tau,seagrass_area,seagrass_core.area,seagrass_perimeter,seagrass_perim.area.ratio,saltmarsh_area,saltmarsh_core.area,saltmarsh_perimeter,saltmarsh_perim.area.ratio,oyster_area,oyster_core.area,oyster_perimeter,oyster_perim.area.ratio,habitat_total,NNratio,dist2adjPatch,richness_landscape,avg_temp,avg_spl_low,avg_spl_high,BI_low,BI_high
num_ops_tau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
seagrass_area,0.247096025,0.246273298,NA,0.45123645,0.625769344,-0.430214137,-0.004182052,0.301372286,-0.432737823,-0.460689025,0.247024252,0.232541021,-0.473608396,-0.473608396,0.661587146,0.22236544,0.246273298,0.237401667,0.146227013,-0.116595207,0.285545242,0.542299585,0.308020607,0.101658745,0.254881368,NA,0.401786657,0.507326618,0.246273298,0.504621931,NA,0.255397172,0.097398361,0.246273298,0.108920602,0.127841692,0.246273298,NA,1,0.696363922,0.917874026,0.604631591,0.229020348,0.220103801,0.10749833,-0.451956142,0.569684883,0.41851585,0.512848637,-0.185701524,0.471104853,-0.373404175,-0.603735695,0.435787238,0.370317946,-0.010724407,0.275133009,0.09465951,0.242679059
seagrass_core.area,0.838855624,0.841144313,NA,0.867835504,0.085679456,-0.599042954,-0.183927192,0.493452266,-0.350728161,-0.491973577,0.83911559,0.161797094,-0.64543385,-0.64543385,0.718771547,0.66451393,0.841144313,0.740434458,-0.056386046,-0.13001683,0.868613407,0.879101894,0.086854454,-0.152993901,0.844977259,NA,0.231393588,0.843490068,0.841144313,0.706733903,NA,0.845202837,-0.11854533,0.841144313,0.209736834,0.749058323,0.841144313,NA,0.696363922,1,0.357231298,0.12839029,-0.178561516,-0.157931415,-0.291444011,-0.382445864,0.180820403,0.226181418,0.100365365,-0.431921759,-0.00978204,-0.326377193,-0.702305675,-0.097328984,0.433411442,-0.364945805,0.220778287,-0.292423407,0.609750125
seagrass_perimeter,-0.136575282,-0.137654841,NA,0.129427164,0.789211717,-0.213656447,0.053557028,0.13556011,-0.343254382,-0.303869081,-0.136687669,0.228814606,-0.239896172,-0.239896172,0.495051006,-0.095616765,-0.137654841,-0.111437882,0.234243666,-0.111063072,-0.103706965,0.207826309,0.319263431,0.198260174,-0.128961881,NA,0.37183443,0.179620772,-0.137654841,0.254349306,NA,-0.128438827,0.145898679,-0.137654841,-0.011884911,-0.238641993,-0.137654841,NA,0.917874026,0.357231298,1,0.707854077,0.382282948,0.353737051,0.318193405,-0.364119795,0.675352858,0.454243611,0.644271515,-0.041426053,0.613818716,-0.295165876,-0.394939924,0.605009223,0.227658821,0.218086593,0.277201959,0.317323529,-0.00458237
seagrass_perim.area.ratio,-0.244547663,-0.252940897,NA,-0.104345281,0.319395968,0.108339519,0.311668601,-0.156949044,-0.421665313,-0.357784786,-0.24538914,-0.058759822,-0.260511526,-0.260511526,0.080195303,-0.056305655,-0.252940897,-0.11625673,-0.345144974,-0.165391349,-0.228830905,-0.006467409,0.220330605,-0.02370289,-0.247099047,NA,0.287539869,-0.029564383,-0.252940897,0.079315801,NA,-0.246746645,0.369667173,-0.252940897,0.182163141,-0.404041176,-0.252940897,NA,0.604631591,0.12839029,0.707854077,1,0.290736397,0.340008474,-0.150440114,-0.57177081,0.125400392,-0.1363305,0.138265107,0.369108011,0.366906268,-0.54984611,-0.211843246,0.936774705,0.388129065,0.124982333,0.100084667,0.13508744,-0.105223538
saltmarsh_area,-0.279544419,-0.296823691,NA,-0.257149156,0.333468788,0.437777454,0.612946514,0.341061127,0.230753107,0.276251192,-0.281267933,0.550930035,0.320027721,0.320027721,0.16673292,0.072322085,-0.296823691,-0.033825492,0.099436542,0.341210068,-0.279189716,0.002541973,0.476634728,0.231999057,-0.289490951,NA,0.180272517,-0.000353561,-0.296823691,-0.082173264,NA,-0.289048729,0.62827928,-0.296823691,0.450243817,-0.40462433,-0.296823691,NA,0.229020348,-0.178561516,0.382282948,0.290736397,1,0.988376512,0.650266751,-0.573432012,0.255571315,-0.102742449,0.349699776,0.418322111,0.948470074,-0.417350806,0.466342834,0.21404704,0.552625873,-0.097952678,0.145339515,0.155598334,-0.471159005
saltmarsh_core.area,-0.238107573,-0.258679715,NA,-0.249511968,0.222384073,0.422165576,0.717618941,0.324736972,0.170714843,0.211600007,-0.24015579,0.512592382,0.252697935,0.252697935,0.10430966,0.165725614,-0.258679715,0.046656526,-0.01680167,0.406710855,-0.240299606,0.057616884,0.552312182,0.267821613,-0.250731044,NA,0.177428885,0.058030229,-0.258679715,-0.076967376,NA,-0.250252029,0.726698854,-0.258679715,0.567862998,-0.370766333,-0.258679715,NA,0.220103801,-0.157931415,0.353737051,0.340008474,0.988376512,1,0.533717798,-0.613948322,0.131204715,-0.195573266,0.220364514,0.485954539,0.909607922,-0.449202844,0.43290331,0.258028644,0.587730507,-0.205973552,0.039310753,0.030089753,-0.513784703
saltmarsh_perimeter,-0.414235497,-0.410301946,NA,-0.231616953,0.709932315,0.389685156,-0.078303412,0.352976045,0.557844628,0.611036549,-0.413862028,0.621731073,0.648381182,0.648381182,0.349922273,-0.418208539,-0.410301946,-0.43091229,0.569632288,-0.051065092,-0.403236706,-0.26028196,0.057021707,0.179467419,-0.407940581,NA,0.115615655,-0.259887994,-0.410301946,-0.114833131,NA,-0.40779641,-0.043397553,-0.410301946,-0.263036375,-0.393827673,-0.410301946,NA,0.10749833,-0.291444011,0.318193405,-0.150440114,0.650266751,0.533717798,1,0.026154583,0.74045711,0.489002241,0.794812597,-0.16159131,0.737909754,0.119144844,0.40267795,-0.169057991,-0.003857263,0.360433743,0.473376271,0.598901279,-0.211421204
saltmarsh_perim.area.ratio,-0.240079753,-0.227674121,NA,-0.191796705,-0.057275311,-0.098949097,-0.383586026,-0.201193612,0.277477714,0.308295816,-0.238859775,-0.123610371,0.332128278,0.332128278,-0.32832779,-0.422483383,-0.227674121,-0.380280827,0.183390842,-0.057439394,-0.246572627,-0.307892396,-0.092451532,0.393929617,-0.231510263,NA,-0.184523912,-0.259480873,-0.227674121,-0.245917321,NA,-0.231739468,-0.409965125,-0.227674121,-0.47133062,0.023153357,-0.227674121,NA,-0.451956142,-0.382445864,-0.364119795,-0.57177081,-0.573432012,-0.613948322,0.026154583,1,0.014059077,0.458391927,-0.080741221,-0.455891808,-0.555849123,0.959490027,-0.155331352,-0.424037463,-0.967462861,0.124768634,-0.321966159,-0.033622897,-0.131620929
oyster_area,-0.155885825,-0.140811163,NA,0.178526831,0.949664452,0.020945917,-0.483519617,0.344329543,0.23323658,0.249794387,-0.154398006,0.476781135,0.258557448,0.258557448,0.701152255,-0.399174057,-0.140811163,-0.337411251,0.57994405,-0.40988162,-0.126649925,-0.036324283,-0.136277051,0.002275762,-0.138635688,NA,0.185819414,-0.065499601,-0.140811163,0.153054236,NA,-0.138504194,-0.410820612,-0.140811163,-0.527098504,-0.154653114,-0.140811163,NA,0.569684883,0.180820403,0.675352858,0.125400392,0.255571315,0.131204715,0.74045711,0.014059077,1,0.797819604,0.982803896,-0.507668945,0.525426944,0.054747365,-0.131431681,0.028859483,-0.052811694,0.528024297,0.698716349,0.698418712,0.207348915
oyster_core.area,0.049304277,0.063575452,NA,0.368330636,0.664116138,-0.147231143,-0.482974764,0.433474371,0.293706458,0.270027086,0.050720574,0.479795991,0.227370849,0.227370849,0.599610405,-0.212380897,0.063575452,-0.138720719,0.408173635,-0.237346466,0.065363466,0.14681086,0.065972067,0.373925235,0.065989596,NA,-0.016800988,0.144076399,0.063575452,0.083202641,NA,0.066134285,-0.462584491,0.063575452,-0.432862021,0.188912934,0.063575452,NA,0.41851585,0.226181418,0.454243611,-0.1363305,-0.102742449,-0.195573266,0.489002241,0.458391927,0.797819604,1,0.683074074,-0.801788866,0.150806348,0.541265636,-0.418730719,-0.25691738,-0.482392783,0.212295522,0.316595515,0.283985184,0.066987373
oyster_perimeter,-0.228552217,-0.214061368,NA,0.083063176,0.950734634,0.101371508,-0.454709304,0.288403407,0.243715744,0.273388538,-0.227125128,0.447402565,0.297461486,0.297461486,0.655063903,-0.44988043,-0.214061368,-0.396581545,0.616308487,-0.408863892,-0.201167164,-0.130645462,-0.202525141,-0.101471623,-0.212612009,NA,0.187121694,-0.164385331,-0.214061368,0.109379292,NA,-0.212523731,-0.382904526,-0.214061368,-0.533125279,-0.257974164,-0.214061368,NA,0.512848637,0.100365365,0.644271515,0.138265107,0.349699776,0.220364514,0.794812597,-0.080741221,0.982803896,0.683074074,1,-0.383367605,0.59393003,-0.057754268,0.020835132,0.063713956,0.044653584,0.59971366,0.75749713,0.786015187,0.200827933
oyster_perim.area.ratio,-0.423814933,-0.441727253,NA,-0.619973207,-0.287179944,0.119626623,0.65257612,-0.586238748,-0.437829718,-0.33839499,-0.425606885,-0.471011645,-0.197476619,-0.197476619,-0.651564818,-0.037705756,-0.441727253,-0.158082502,-0.085872583,0.46573739,-0.443591814,-0.344934505,0.175682567,-0.090863221,-0.439990965,NA,0.002334075,-0.346636816,-0.441727253,-0.330682089,NA,-0.439884174,0.621102086,-0.441727253,0.421712284,-0.573321452,-0.441727253,NA,-0.185701524,-0.431921759,-0.041426053,0.369108011,0.418322111,0.485954539,-0.16159131,-0.455891808,-0.507668945,-0.801788866,-0.383367605,1,0.218768419,-0.524631609,0.520365125,0.53391444,0.379525267,0.019768455,-0.380766096,-0.051649032,-0.436716269
habitat_total,-0.237700165,-0.249303499,NA,-0.114073363,0.589413442,0.316359356,0.418008568,0.413614863,0.185449324,0.224002905,-0.238859509,0.6127974,0.261581946,0.261581946,0.396607255,0.006546653,-0.249303499,-0.068589346,0.235550485,0.184547654,-0.22521085,0.074584553,0.424366239,0.214604759,-0.241253845,NA,0.255444709,0.06044478,-0.249303499,0.038301832,NA,-0.240768816,0.462347265,-0.249303499,0.285555542,-0.362418146,-0.249303499,NA,0.471104853,-0.00978204,0.613818716,0.366906268,0.948470074,0.909607922,0.737909754,-0.555849123,0.525426944,0.150806348,0.59393003,0.218768419,1,-0.401283034,0.281342769,0.254669089,0.51729864,0.031427661,0.320380589,0.302339879,-0.322212384
NNratio,-0.184369578,-0.176733044,NA,-0.124498573,-0.032041137,-0.02123779,-0.231436448,0.028163101,0.406356163,0.422523964,-0.183620042,0.121604437,0.422502702,0.422502702,-0.220370317,-0.290823775,-0.176733044,-0.267667577,0.082783354,0.015638161,-0.187983416,-0.15534616,0.128587884,0.586745313,-0.177884785,NA,-0.120977732,-0.096963571,-0.176733044,-0.179251902,NA,-0.177952994,-0.24966728,-0.176733044,-0.302427178,0.089239438,-0.176733044,NA,-0.373404175,-0.326377193,-0.295165876,-0.54984611,-0.417350806,-0.449202844,0.119144844,0.959490027,0.054747365,0.541265636,-0.057754268,-0.524631609,-0.401283034,1,-0.21221453,-0.463522086,-0.915457772,-0.066409183,-0.358478024,-0.158087636,-0.23787035
dist2adjPatch,-0.436359041,-0.440376236,NA,-0.514007725,-0.136524774,0.613467764,0.19008626,-0.207667031,0.354976151,0.42196577,-0.436774408,-0.024899202,0.485689493,0.485689493,-0.351401906,-0.295393705,-0.440376236,-0.348722605,0.216143729,0.249055903,-0.480172763,-0.649535833,-0.260450724,-0.263060703,-0.44567897,NA,-0.432774686,-0.662838567,-0.440376236,-0.665963087,NA,-0.445995099,0.071726901,-0.440376236,-0.020085048,-0.487323851,-0.440376236,NA,-0.603735695,-0.702305675,-0.394939924,-0.211843246,0.466342834,0.43290331,0.40267795,-0.155331352,-0.131431681,-0.418730719,0.020835132,0.520365125,0.281342769,-0.21221453,1,-0.116996841,0.150357346,0.333885479,0.146969899,0.380023203,-0.413080376
richness_landscape,-0.481029848,-0.487950036,NA,-0.39214622,0.289386909,0.072613909,0.292770022,-0.454794027,-0.505541565,-0.394812667,-0.481734682,-0.292770022,-0.237024695,-0.237024695,-0.203436984,-0.281314835,-0.487950036,-0.352300018,-0.245246165,-0.161514571,-0.462553808,-0.237942042,0.137420456,-0.046898261,-0.483411992,NA,0.352612005,-0.248451997,-0.487950036,0.009120956,NA,-0.483136608,0.369131839,-0.487950036,0.056328495,-0.620421083,-0.487950036,NA,0.435787238,-0.097328984,0.605009223,0.936774705,0.21404704,0.258028644,-0.169057991,-0.424037463,0.028859483,-0.25691738,0.063713956,0.53391444,0.254669089,-0.463522086,-0.116996841,1,0.244107085,0.263224299,-0.024943219,0.210644212,-0.13624604
avg_temp,0.338358614,0.326720654,NA,0.232066529,-0.008831477,0.078398175,0.345353017,0.299242967,-0.180064689,-0.233147751,0.3372186,0.189804334,-0.288504041,-0.288504041,0.359049711,0.491451846,0.326720654,0.460589187,-0.174557723,0.031877886,0.351856866,0.396023952,0.066506937,-0.425724421,0.330007207,NA,0.268376086,0.355978957,0.326720654,0.38283489,NA,0.330202838,0.394688563,0.326720654,0.480171787,0.08866494,0.326720654,NA,0.370317946,0.433411442,0.227658821,0.388129065,0.552625873,0.587730507,-0.003857263,-0.967462861,-0.052811694,-0.482392783,0.044653584,0.379525267,0.51729864,-0.915457772,0.150357346,0.244107085,1,-0.223580618,0.334567538,-0.030783783,0.245444061
avg_spl_low,-0.555890949,-0.535210494,NA,-0.342902755,0.57374685,0.135925195,-0.619499287,-0.49562843,-0.03033276,0.069834445,-0.553863371,-0.317332297,0.192065912,0.192065912,-0.004067072,-0.835162118,-0.535210494,-0.776819689,0.575604459,-0.476925669,-0.555639508,-0.741974856,-0.703045897,-0.495039667,-0.541872203,NA,-0.128778048,-0.781946638,-0.535210494,-0.337086296,NA,-0.542269449,-0.618447725,-0.535210494,-0.838016203,-0.579699428,-0.535210494,NA,-0.010724407,-0.364945805,0.218086593,0.124982333,-0.097952678,-0.205973552,0.360433743,0.124768634,0.528024297,0.212295522,0.59971366,0.019768455,0.031427661,-0.066409183,0.333885479,0.263224299,-0.223580618,1,0.572831696,0.937904557,0.187522571
avg_spl_high,0.052339118,0.070676203,NA,0.265599164,0.60188976,0.292988628,-0.619164992,0.32229047,0.334981401,0.308313281,0.054158489,0.345027077,0.260071186,0.260071186,0.696067292,-0.282146807,0.070676203,-0.188350162,0.288130636,-0.691257409,0.072294831,-0.11527501,-0.618138889,-0.633006012,0.066207606,NA,0.077875555,-0.168721679,0.070676203,0.191110203,NA,0.065938732,-0.567690414,0.070676203,-0.559885466,-0.042193377,0.070676203,NA,0.275133009,0.220778287,0.277201959,0.100084667,0.145339515,0.039310753,0.473376271,-0.321966159,0.698716349,0.316595515,0.75749713,-0.380766096,0.320380589,-0.358478024,0.146969899,-0.024943219,0.334567538,0.572831696,1,0.757698167,0.55678493
BI_low,-0.522448392,-0.503429022,NA,-0.288313392,0.72590329,0.281212457,-0.568304148,-0.223923887,0.166306774,0.252613657,-0.520584115,-0.012559047,0.348689671,0.348689671,0.216432216,-0.77750268,-0.503429022,-0.724711053,0.583268339,-0.533888441,-0.511679792,-0.634977934,-0.626533154,-0.481387017,-0.508370815,NA,0.014708434,-0.674805504,-0.503429022,-0.195253749,NA,-0.508664905,-0.53349269,-0.503429022,-0.774470613,-0.5726167,-0.503429022,NA,0.09465951,-0.292423407,0.317323529,0.13508744,0.155598334,0.030089753,0.598901279,-0.033622897,0.698418712,0.283985184,0.786015187,-0.051649032,0.302339879,-0.158087636,0.380023203,0.210644212,-0.030783783,0.937904557,0.757698167,1,0.219342901
BI_high,0.453700126,0.473060201,NA,0.445038501,0.14828029,-0.359011466,-0.70476042,0.090536711,-0.136548435,-0.21845001,0.455636739,-0.129679246,-0.310643553,-0.310643553,0.460910953,0.037079929,0.473060201,0.166848968,0.095268559,-0.703589928,0.499149773,0.290620257,-0.61968116,-0.688841415,0.468168306,NA,0.38051192,0.261919847,0.473060201,0.703659964,NA,0.467871746,-0.573291246,0.473060201,-0.4572649,0.392591801,0.473060201,NA,0.242679059,0.609750125,-0.00458237,-0.105223538,-0.471159005,-0.513784703,-0.211421204,-0.131620929,0.207348915,0.066987373,0.200827933,-0.436716269,-0.322212384,-0.23787035,-0.413080376,-0.13624604,0.245444061,0.187522571,0.55678493,0.219342901,1
