"","deploy_num","halodule","zostera","ruppia","algae","oyster","saltmarsh","other","richness","shannonD","evenness","seagrass","richness_comb","shannonD_comb","evenness_comb","total_cover","avg_blade_length","avg_shoot_density","max10","depth_m_avg","sal_avg","total_abund_sum","comm_richness_sum","comm_shannonD_sum","comm_evenness_sum","carnivore","herbivore","omnivore","soniferous_S","carn_2","detritivore","herb_2","invertivore","omni_2","piscivore","planktivore","num_bai_chr","num_ort_chr","num_ops_tau","seagrass_area","seagrass_core.area","seagrass_perimeter","seagrass_perim.area.ratio","saltmarsh_area","saltmarsh_core.area","saltmarsh_perimeter","saltmarsh_perim.area.ratio","oyster_area","oyster_core.area","oyster_perimeter","oyster_perim.area.ratio","habitat_total","NNratio","dist2adjPatch","richness_landscape","avg_temp","avgTempAll","avgTempNight","medTemp","minTemp","maxTemp","avg_spl_low","avg_spl_high","TFPercentPresenceNight","TFAvgPresentNight","TFMaxRate","PerchPercentPresenceNight","PerchAvgPresentNight","PerchMaxRate"
"avg_temp",0.712451428708966,0.295232323546708,NA,NA,-0.40113907144477,-0.114107909937078,0.260669260699544,0.295232323546708,NA,-0.342523081777329,-0.342523081777329,0.295232323546708,NA,-0.342523081777329,-0.342523081777329,0.0537092692536714,0.295232323546708,NA,0.295232323546708,-0.163070127799054,0.0489275060152353,0.264874305736583,0.132263373594981,-0.0361607980638894,NA,0.285763563297009,NA,0.213074201223718,0.000833071213815477,NA,0.170922701168363,NA,0.285763563297008,0.331270912481867,NA,0.295232323546708,-0.944109964378519,NA,NA,0.177811769436646,0.284617411819374,0.0884727426829133,0.43247650447332,0.372831636242903,0.371817118390183,-0.00954533039007742,-0.442294973537769,-0.260015234392944,-0.732686810707409,-0.128903162120653,0.587553891955874,0.28238575458295,-0.604221015091786,0.177282638510487,0.604796144353235,1,0.981668636393633,0.980944298713638,0.98903094556829,0.801416683138701,0.378528589079795,-0.265871319947792,0.115718865988805,-0.189384471100211,-0.459590585853576,-0.353879130733116,-0.867114609932381,-0.427911437025486,-0.670868639223769
"avgTempAll",0.636824352124978,0.237322761470029,NA,NA,-0.317913502771349,-0.0578879952512025,0.163948976307979,0.237322761470029,NA,-0.245885204826502,-0.245885204826502,0.237322761470029,NA,-0.245885204826502,-0.245885204826502,0.0497741275021665,0.237322761470029,NA,0.237322761470029,-0.137792039543342,0.13512966128559,0.158026205444278,0.0308495817702112,-0.142421790267098,NA,0.180425076735831,NA,0.124578753838092,-0.116859564899418,NA,0.0906400008267218,NA,0.18042507673583,0.255148121530075,NA,0.237322761470029,-0.956053748429185,NA,NA,0.162726589252109,0.190415525027747,0.113672787659598,0.506983194330486,0.365459096611587,0.346312350470276,0.122106049975258,-0.371445308957016,-0.202924265214737,-0.698955325369228,-0.0629348029957196,0.643503595726545,0.286813261289454,-0.542968619277706,0.208604257662081,0.614430883876993,0.981668636393633,1,0.973708609909792,0.996379761729113,0.743041906932202,0.452225496896159,-0.237486530765131,0.142568568981845,-0.101345967342148,-0.37559230523998,-0.266234398999835,-0.81768213623606,-0.333390422583712,-0.592337910259854
"avgTempNight",0.70080707120177,0.25393586282593,NA,NA,-0.258594606263669,0.00619164797035392,0.218031476259506,0.25393586282593,NA,-0.290061745332694,-0.290061745332694,0.25393586282593,NA,-0.290061745332694,-0.290061745332694,0.166821842957277,0.25393586282593,NA,0.25393586282593,-0.113467478669696,-0.011862622298267,0.224206343419892,0.0622889867539529,-0.110321552256842,NA,0.172429981979285,NA,0.198136754580943,-0.0527866992194349,NA,0.161777699313088,NA,0.172429981979284,0.289494430159596,NA,0.25393586282593,-0.975212864751155,NA,NA,0.229467682178134,0.248429849841776,0.172411898084284,0.476428718830055,0.462640583116196,0.451390410328821,0.0456734698068804,-0.554642567017941,-0.122797333744567,-0.649144097392905,0.0157140867333226,0.571226158818447,0.397120270039605,-0.709064242517024,0.269183285760251,0.581418341899232,0.980944298713638,0.973708609909792,1,0.985842966255426,0.873611017286612,0.249215849381799,-0.0853498049366898,0.279258875401653,-0.0837511476210952,-0.366935432753602,-0.257940740312085,-0.830238774374833,-0.317030117792642,-0.595591712549948
"medTemp",0.686081651466529,0.228774924172138,NA,NA,-0.336771220282811,-0.0606136056339785,0.192963876680784,0.228774924172138,NA,-0.240726666182452,-0.240726666182452,0.228774924172138,NA,-0.240726666182452,-0.240726666182452,0.0664902093300308,0.228774924172138,NA,0.228774924172138,-0.137775958127408,0.0803073120780532,0.187157905442813,0.0263048632574962,-0.153812735178596,NA,0.166435873928255,NA,0.159637774125809,-0.109581898746901,NA,0.126918861854682,NA,0.166435873928254,0.25580754283352,NA,0.228774924172138,-0.958987131121578,NA,NA,0.150791730008192,0.200003869196072,0.094311520486908,0.472023238214151,0.377762094128648,0.360330713922104,0.0985951977331852,-0.412079509026049,-0.20015991159627,-0.708108911034345,-0.0572933962597126,0.620381567091695,0.29596979748141,-0.581964033222173,0.233396552927572,0.586236088883042,0.98903094556829,0.996379761729113,0.985842966255426,1,0.7828088291289,0.389016486457913,-0.205276829804943,0.182854137798293,-0.130741117818217,-0.407756909250983,-0.300772394463107,-0.849807953209659,-0.369807633696427,-0.630652481879043
"minTemp",0.708891990513898,0.217025059565705,NA,NA,-0.0444331852433251,0.137015343882298,0.362895106102245,0.217025059565706,NA,-0.394016640218583,-0.394016640218583,0.217025059565705,NA,-0.394016640218583,-0.394016640218583,0.431146297280122,0.217025059565706,NA,0.217025059565706,-0.0512672587276326,-0.360261226246859,0.288184663606371,0.109548781236899,-0.0089706144480354,NA,0.179422290540948,NA,0.265479653049641,0.0745966263015167,NA,0.234463446631037,NA,0.179422290540948,0.270824335374287,NA,0.217025059565706,-0.853085925965823,NA,NA,0.365009585171693,0.390214829408762,0.2872383254017,0.345397567566283,0.534440688949029,0.546831719996758,-0.181140843581618,-0.835417489972942,0.0706244347979496,-0.404714326108171,0.172488488085192,0.262438037412622,0.522334520527123,-0.935334023653889,0.30556564350665,0.460779793834034,0.801416683138701,0.743041906932202,0.873611017286612,0.7828088291289,1,-0.205573486079689,0.244161285330436,0.521419590826378,-0.00600450277153196,-0.257751284951484,-0.163981430956235,-0.688508815260439,-0.179616901674678,-0.458203427146547
"maxTemp",0.0152891023942004,0.0537987351475403,NA,NA,-0.32680026911321,-0.188439521610432,-0.106705462075772,0.0537987351475403,NA,-0.189813793013861,-0.189813793013861,0.0537987351475403,NA,-0.189813793013861,-0.189813793013861,-0.307520377570929,0.0537987351475403,NA,0.0537987351475403,-0.0771367456318607,0.528464093367263,0.00523188256314128,0.143861602895829,0.0232345315132255,NA,0.361535455011106,NA,-0.0868786469669096,-0.0524753713574316,NA,-0.0942663559575225,NA,0.361535455011105,0.026673080147953,NA,0.0537987351475403,-0.296518609999234,NA,NA,0.0195552518036337,0.110061439321386,-0.0278733642662344,0.312552128479821,-0.261482616287499,-0.285029538315915,0.22023875784654,0.521092997141428,-0.333492565459189,-0.363241190176805,-0.306072448554652,0.398689941172932,-0.292946210260437,0.397694607990252,-0.372715559619776,0.468228760822394,0.378528589079795,0.452225496896159,0.249215849381799,0.389016486457913,-0.205573486079689,1,-0.719077492589335,-0.527731767292178,-0.0669878397615993,-0.131675113581805,-0.0800697939471285,-0.211501997680599,-0.151651079783243,-0.155270160142857
"avg_spl_low",-0.0751188408927225,-0.372866023033685,NA,NA,0.751905896057548,0.750851653129643,-0.237086147779528,-0.372866023033685,NA,0.162696806936454,0.162696806936454,-0.372866023033685,NA,0.162696806936454,0.162696806936454,0.716302967305323,-0.372866023033685,NA,-0.372866023033685,0.514979073324266,-0.43897716168116,-0.0720433959760361,-0.249732122083023,-0.329517719893717,NA,-0.479858927998541,NA,0.0449686020330142,-0.14885730371649,NA,0.0978767868897772,NA,-0.47985892799854,-0.337591501477784,NA,-0.372866023033685,0.00101851287289629,NA,NA,0.34388358012597,-0.0273420784625806,0.464113081120004,-0.0224971885081114,0.360601774979178,0.293778421973074,0.31794329164782,-0.498088683255628,0.856524460565207,0.650723088686377,0.865195121072036,-0.34171258959354,0.551009172610775,-0.442417577633184,0.33602011638919,-0.29485548505765,-0.265871319947792,-0.237486530765131,-0.0853498049366898,-0.205276829804943,0.244161285330436,-0.719077492589335,1,0.864866583838968,0.63520450288578,0.608858283102947,0.604379404187061,0.346457530646631,0.623517262297727,0.505736261245121
"avg_spl_high",0.385817458576023,-0.542969266266281,NA,NA,0.557188683149215,0.672675096211685,0.00343327164633111,-0.542969266266281,NA,0.0920780988992898,0.0920780988992898,-0.542969266266281,NA,0.0920780988992898,0.0920780988992898,0.783943790260237,-0.542969266266281,NA,-0.542969266266281,0.401196541299865,-0.620029773300361,0.0229110784191933,-0.36385744469644,-0.581863869697896,NA,-0.425533700703568,NA,0.133668675949809,-0.327964501163541,NA,0.211248223486282,NA,-0.425533700703568,-0.479124950964302,NA,-0.542969266266281,-0.360536157945257,NA,NA,0.318428049625376,0.154014894290865,0.362173890752237,0.0860849312616543,0.216083664247203,0.138542007955523,0.272760218150078,-0.495304799434771,0.732671255339595,0.350158214578713,0.792510058485096,-0.28497811367917,0.397249550502189,-0.551113518947679,0.28806632505927,-0.0409943735367595,0.115718865988805,0.142568568981845,0.279258875401653,0.182854137798293,0.521419590826378,-0.527731767292178,0.864866583838968,1,0.437709435865993,0.310551191198024,0.34503348553438,-0.0916037835340715,0.359828747659069,0.148834925598392
"TFPercentPresenceNight",-0.43027878855852,-0.211990290786185,NA,NA,0.762201542930262,0.752869830686553,-0.358277300735424,-0.211990290786185,NA,-0.162328999518836,-0.162328999518836,-0.211990290786185,NA,-0.162328999518836,-0.162328999518836,0.638645136639608,-0.211990290786185,NA,-0.211990290786185,0.777212014945415,0.0898116524495851,-0.268761421564616,-0.0599629207738106,-0.0407550479664333,NA,-0.0731880903753369,NA,-0.271681409315001,-0.0893094340570107,NA,-0.241424291404066,NA,-0.0731880903753366,-0.267282713222307,NA,-0.211990290786185,-0.0819807816506996,NA,NA,0.525926848594794,0.0906149800444382,0.64033191066594,0.0857859140144951,0.352468539549595,0.265593000459893,0.538889182367654,-0.213639988050738,0.808192164263662,0.681144041757855,0.803535098317616,-0.145689208969126,0.561171650311289,-0.197896862123382,0.158951060951972,-0.0983910156966146,-0.189384471100211,-0.101345967342148,-0.0837511476210952,-0.130741117818217,-0.00600450277153196,-0.0669878397615993,0.63520450288578,0.437709435865993,1,0.957028491403107,0.980593914687015,0.58567442894118,0.909513545011517,0.807158404647123
"TFAvgPresentNight",-0.621330750287403,-0.24216704836443,NA,NA,0.790939104702604,0.696155113563142,-0.40491760721236,-0.24216704836443,NA,-0.0770660218470975,-0.0770660218470975,-0.24216704836443,NA,-0.0770660218470975,-0.0770660218470975,0.538421369664262,-0.24216704836443,NA,-0.24216704836443,0.741305922390937,0.102596315622703,-0.31243656992549,-0.0540931023925308,0.0200520679112243,NA,-0.106476605899425,NA,-0.310355180632593,-0.0482807105008398,NA,-0.275790970595747,NA,-0.106476605899425,-0.305330331402614,NA,-0.24216704836443,0.205596513008564,NA,NA,0.435826648890483,0.0110463670740989,0.561637742098824,-0.0373337023551394,0.209966520802582,0.135545651254469,0.477424095887509,-0.0498398390081173,0.781851591039718,0.820456316660242,0.735319058548543,-0.286213268799567,0.421303933495747,0.0138358367089243,0.0654591716778918,-0.244066219243425,-0.459590585853576,-0.37559230523998,-0.366935432753602,-0.407756909250983,-0.257751284951484,-0.131675113581805,0.608858283102947,0.310551191198024,0.957028491403107,1,0.991517192501587,0.793449613223938,0.94642210497112,0.931732017388218
"TFMaxRate",-0.560971128004861,-0.222122061356599,NA,NA,0.809100503852734,0.73285663975419,-0.391610954498735,-0.222122061356599,NA,-0.145086379281739,-0.145086379281739,-0.222122061356599,NA,-0.145086379281739,-0.145086379281739,0.592516520701732,-0.222122061356599,NA,-0.222122061356599,0.730233712797444,0.0941040710023138,-0.277516025985167,-0.0215134903965983,0.0227447132359259,NA,-0.0594164750745242,NA,-0.28466603090884,-0.036386907454228,NA,-0.252962817633543,NA,-0.0594164750745237,-0.280057105472835,NA,-0.222122061356599,0.0858871970578849,NA,NA,0.515855110190476,0.0752109771373255,0.634686595444461,0.0610029927749021,0.251659768189906,0.176410157695883,0.475207575103717,-0.112197805144944,0.797901147858157,0.781188919791876,0.760609006513249,-0.237408660317746,0.472369222199471,-0.0664798856933284,0.0490275897236662,-0.131194860581782,-0.353879130733116,-0.266234398999835,-0.257940740312085,-0.300772394463107,-0.163981430956235,-0.0800697939471285,0.604379404187061,0.34503348553438,0.980593914687015,0.991517192501587,1,0.726367532975803,0.956773466687851,0.905901931000193
"PerchPercentPresenceNight",-0.872922020455233,-0.146398136206818,NA,NA,0.631496853572263,0.362226111566469,-0.395703481486296,-0.146398136206818,NA,0.0795039629737231,0.0795039629737231,-0.146398136206818,NA,0.0795039629737231,0.0795039629737231,0.1537541705986,-0.146398136206818,NA,-0.146398136206818,0.397887396689228,0.138090476493547,-0.294649629490587,0.0391534306826667,0.220419504635899,NA,-0.0970775648982782,NA,-0.293540901151952,0.112992046764942,NA,-0.2727309971903,NA,-0.0970775648982774,-0.210192306361499,NA,-0.146398136206818,0.725522827988246,NA,NA,0.165698679547256,-0.146926039204599,0.282158149247215,-0.212349208748347,-0.102124787628105,-0.118355699602963,0.167146130195527,0.264373864169786,0.47362842809007,0.853210197899077,0.34840033170046,-0.447918275626459,0.0469326290040843,0.418422833825964,-0.168220521470837,-0.41145312585244,-0.867114609932381,-0.81768213623606,-0.830238774374833,-0.849807953209659,-0.688508815260439,-0.211501997680599,0.346457530646631,-0.0916037835340715,0.58567442894118,0.793449613223938,0.726367532975803,1,0.760635966297005,0.928500525198852
"PerchAvgPresentNight",-0.599373124120426,-0.232043947232424,NA,NA,0.923237619067965,0.704246823481334,-0.345884117585877,-0.232043947232424,NA,-0.110069313718675,-0.110069313718675,-0.232043947232424,NA,-0.110069313718675,-0.110069313718675,0.596325708501086,-0.232043947232424,NA,-0.232043947232424,0.524972100136698,0.0010822155260001,-0.314085878525452,-0.0540811195198276,0.0125063037654808,NA,-0.100953821791359,NA,-0.313550871388587,-0.0564149389750044,NA,-0.280444544525458,NA,-0.100953821791358,-0.296476308455104,NA,-0.232043947232424,0.13780598734193,NA,NA,0.531461873516384,0.0673868695042253,0.662053112750165,0.19663007802503,0.16242680913493,0.109746849039771,0.317124451465029,-0.116738888475011,0.774623549920247,0.814546569934305,0.713710363047559,-0.29866062077218,0.39431782281904,-0.0567496702545385,-0.0356870040149273,-0.0200609408042274,-0.427911437025486,-0.333390422583712,-0.317030117792642,-0.369807633696427,-0.179616901674678,-0.151651079783243,0.623517262297727,0.359828747659069,0.909513545011517,0.94642210497112,0.956773466687851,0.760635966297005,1,0.944602871212539
"PerchMaxRate",-0.763051970719059,-0.228476634008785,NA,NA,0.835005461038171,0.591521097859623,-0.394115090382045,-0.228476634008785,NA,-0.0462348352978683,-0.0462348352978683,-0.228476634008785,NA,-0.0462348352978683,-0.0462348352978683,0.426573095681585,-0.228476634008785,NA,-0.228476634008785,0.505299266047454,0.0606501853074541,-0.300614345879105,0.00765461334125124,0.115813769371322,NA,-0.078561117405729,NA,-0.304725277279643,0.0353215597956952,NA,-0.272124682036085,NA,-0.0785611174057283,-0.290950049432073,NA,-0.228476634008785,0.435390055881136,NA,NA,0.40354468545745,-0.00166360239446359,0.5269132756512,0.010143517471768,0.00942140937153633,-0.0300825910959676,0.26418733515738,0.0925595239943837,0.680353806186342,0.895277291528252,0.580600679741657,-0.409757717659991,0.224372831770256,0.198017939535291,-0.149279588667688,-0.195132972409222,-0.670868639223769,-0.592337910259854,-0.595591712549948,-0.630652481879043,-0.458203427146547,-0.155270160142857,0.505736261245121,0.148834925598392,0.807158404647123,0.931732017388218,0.905901931000193,0.928500525198852,0.944602871212539,1
